10000 30000
6237 508 287
2810 3439 743
9766 2469 949
5042 9850 591
3066 8475 278
6481 4438 277
6923 9106 93
2553 1410 995
2254 975 897
6379 3823 911
4209 5986 99
7938 4077 101
3150 7995 591
2837 643 471
6629 2833 169
4735 1635 450
8516 1207 266
8815 4282 988
425 4307 648
2081 6184 249
4124 6536 580
452 3141 444
1721 7363 745
9719 2390 867
8828 6112 442
6026 4413 928
1864 6135 512
6885 4311 355
323 606 496
9677 6725 679
4889 5227 963
1365 1593 735
3232 2622 6
7734 8301 467
3183 7921 586
7874 8561 441
5063 4483 677
4216 3085 344
768 1885 973
6613 4553 890
4231 7294 741
4735 1803 154
8798 9566 731
7253 5711 473
5960 9107 294
3707 5916 544
6287 5127 974
9769 1037 664
8023 3243 131
1002 1428 193
8108 7334 773
875 2903 411
4030 4264 405
9538 3970 335
830 6063 631
365 6548 303
6647 9629 168
1577 6210 938
2431 373 537
3285 4167 773
8823 2282 312
6835 9416 412
5605 5141 788
1063 686 956
6947 1101 310
2426 4660 103
1991 5315 364
5849 415 207
216 4014 661
2891 347 435
6852 7524 888
9835 7123 129
7038 2873 739
1746 4583 171
6320 7578 120
9658 6070 108
8143 7310 932
3438 9866 761
3992 5084 330
2431 8696 263
2993 3229 868
7505 9017 699
1242 9727 569
453 4184 492
896 6194 608
9539 6324 974
292 1166 973
4733 7177 352
613 5057 540
494 400 120
3571 793 43
5552 1276 602
1661 5898 537
3796 3458 576
5300 5556 379
528 2051 338
3274 2344 147
2626 4694 740
1455 9189 958
9018 4661 688
5280 123 493
5297 6073 524
4441 7871 982
8543 4355 941
903 7232 783
3469 8003 554
2490 5679 270
5739 9119 498
4142 7677 758
5049 6616 779
9239 3714 483
1639 470 894
8294 3526 276
9872 3007 275
8435 7069 667
654 4147 300
5861 6267 581
2806 8618 545
96 2395 516
4521 6250 974
5489 9381 773
4929 1181 889
6932 88 662
2179 4721 173
663 9974 281
5954 8621 194
5976 4067 330
1781 1552 62
4242 6306 759
1351 3017 915
7138 1137 140
4710 3445 948
3124 2112 50
3208 3951 806
5723 4287 361
9996 2332 415
3313 904 226
7799 147 28
9424 2907 561
3141 4280 835
7278 5108 984
736 3412 643
4373 9462 723
9289 4618 737
3578 7022 24
2515 3388 203
5353 9734 77
2267 6189 958
6174 6162 890
2970 2347 155
9093 7343 47
2326 6294 607
3924 9517 789
443 1058 278
2998 9054 865
6495 3094 378
706 3478 26
8502 6615 924
9775 5585 848
1738 9601 998
4328 1223 566
734 5543 527
6199 9305 344
4578 5954 668
506 7871 702
4464 7239 286
2405 9652 800
1285 7329 25
8207 1434 999
7242 8265 687
9991 215 667
364 1009 339
2916 8682 414
5186 6193 384
1235 8017 542
9070 6787 667
2342 9193 854
4173 3802 255
2262 6301 38
7675 4098 989
3659 5324 502
8791 4369 686
2397 4271 444
6947 7527 922
5764 1037 832
212 7172 162
5617 2450 851
2343 3540 300
5929 5355 517
2477 5998 961
8555 9583 484
4844 5709 313
8899 784 164
5192 8409 139
292 7236 550
528 5645 275
5447 7579 244
4020 5777 725
5748 57 459
4759 3484 670
7056 3221 311
6895 8148 572
2907 9760 282
3169 4308 947
110 1624 577
9763 7874 87
4148 4967 835
4386 9284 261
2117 3939 337
1390 4072 470
372 266 116
6860 7121 778
3026 2683 227
4685 4585 224
1375 4360 285
7980 8226 917
1509 2807 838
618 6789 310
5413 4378 242
178 8658 370
2398 4175 6
1784 4347 30
6370 6739 227
5325 8874 647
6386 1128 121
20 9907 236
7392 2209 783
44 1835 649
7355 4129 354
2941 7603 121
3726 9347 746
1032 2595 723
8958 585 65
6191 9729 159
2114 7331 272
8248 1469 651
1385 4313 848
8691 9077 92
5511 9233 962
4615 4978 838
3305 3074 66
713 8032 562
3728 9756 664
1144 3547 360
6702 2959 992
3173 9980 519
6392 3188 848
3245 9025 23
6156 6968 952
2572 8181 874
5767 8842 122
8509 3415 76
5304 7838 184
7714 8967 662
2584 9257 363
3431 8866 808
3001 8244 789
5155 8237 143
6451 1976 343
2865 1560 25
6066 4754 265
720 5798 54
9561 4552 623
5818 2304 980
6019 5122 398
8650 3335 965
1200 9903 624
1488 2154 374
5144 8447 653
4686 133 475
2720 3368 0
4980 4815 282
2861 8725 901
8367 8059 347
4798 5175 413
1132 8608 284
5522 7663 311
350 5676 48
7528 9218 406
884 6412 914
7569 8409 712
4923 9867 432
7957 7306 741
6735 1937 702
5480 3025 561
9024 9816 648
2028 5273 9
9173 9497 723
6948 7978 762
1306 5760 53
832 1100 219
1172 5072 798
5555 5238 200
8365 5204 339
8611 1763 488
8412 5867 500
4165 8429 650
6901 5156 114
6227 1125 10
1295 3087 731
3526 9778 287
1900 8041 104
225 8467 815
8202 9266 1
1126 7373 437
9308 9843 692
9860 1415 248
5260 5104 821
5010 9983 647
3305 1298 783
2943 9939 617
7673 3047 298
5102 5957 224
4374 9640 628
1452 6307 340
8282 5546 990
5366 2217 844
2567 469 466
2239 9960 168
9436 6430 845
1248 9935 51
3821 5597 643
2226 4228 430
4716 2428 772
72 7588 577
7634 9583 986
7663 6257 416
488 8175 459
6064 5677 523
5761 4148 524
779 9094 995
7289 5825 539
3385 3350 311
257 8533 726
1481 5134 888
1252 7233 24
8169 3637 733
4415 6213 364
1302 7899 714
4339 7378 526
8207 5467 880
2952 3916 581
9911 1652 197
7936 905 722
6455 6655 682
3765 3215 405
68 3663 521
7204 1998 625
2569 5825 735
5534 3053 354
4823 4785 617
2859 7419 310
3948 184 117
137 9471 318
8102 9825 98
8352 6700 681
4323 4598 779
7721 2898 170
6747 4754 890
6291 6617 147
7279 9361 481
8570 2180 604
780 3875 17
280 481 981
160 327 754
4852 1828 838
5557 3113 351
5820 3335 934
4090 1144 707
2442 9389 497
6713 1883 197
7263 8127 491
7415 7940 775
1714 3276 86
2363 6600 287
2213 328 473
2351 1972 331
208 976 501
870 4444 570
5568 8170 419
3359 982 926
3545 3723 700
6499 3562 936
9422 182 197
7029 6601 833
888 813 599
1426 8930 849
9630 3383 114
4428 6848 816
5245 3685 16
7612 7765 942
3354 3421 656
9022 7381 910
2260 490 354
8422 9795 542
6664 6652 317
7141 6416 798
799 7501 737
6121 1206 871
3808 9377 986
1572 9609 197
1299 3619 395
593 1840 208
9047 6864 355
1924 3724 458
1098 6795 167
9599 8241 834
9410 4495 342
8009 9489 954
9819 8984 176
2091 7742 373
7348 9150 652
2212 73 341
5002 918 531
6743 8220 498
3589 1657 596
9370 8702 808
4964 742 858
5573 9266 294
9859 3296 958
5526 853 506
876 844 107
7323 3714 90
2066 4609 393
9322 577 394
3450 4793 699
7278 4814 604
5801 9406 136
668 425 705
4982 7257 612
4614 7646 296
4653 2266 546
8219 6553 664
4898 4620 819
9470 3670 143
7 6477 722
115 8887 65
1283 7424 246
6609 804 702
1825 2695 192
3795 7140 195
6204 7950 237
7056 8927 200
5554 3371 403
1441 2794 638
3831 8725 504
2604 3971 934
1203 6416 44
4696 9353 88
6928 7451 700
5216 6244 838
6090 5739 316
7724 5056 813
2837 3355 464
5303 7785 872
2101 9141 261
6371 2731 726
5981 6535 763
754 8225 713
9174 5153 18
5863 4662 382
2485 1747 149
6429 1574 476
8189 3360 967
6766 9779 222
4862 9013 601
7715 8064 174
9283 5167 815
8073 3658 994
3331 8318 810
3413 1307 682
3305 3298 642
3429 3458 737
1368 7236 196
7045 5127 532
9924 1880 577
8780 4421 679
5337 1912 133
2421 1718 424
2452 829 974
7503 193 344
9983 1243 816
8709 2312 305
2960 6031 989
3541 5975 866
6124 7785 114
8111 4668 127
1361 8507 289
9826 6461 852
2939 8440 100
5578 3586 975
3010 576 21
1242 4468 338
298 8057 526
5414 1055 253
8441 7710 787
9063 332 852
2700 4232 581
1349 5421 935
1109 4846 717
315 3324 968
7988 395 342
9439 844 937
636 1879 874
9207 7261 611
7992 1307 332
5222 9203 540
5397 8184 749
6822 6065 836
3317 6298 905
6885 3061 319
2967 2880 117
3660 5320 245
5026 6187 780
7924 9021 448
7217 6685 16
2903 2649 492
4987 6065 261
1124 630 78
8315 6029 281
1737 4158 912
9332 275 301
7335 2140 717
5965 4586 911
5954 1143 919
5482 9148 671
7912 170 705
3826 5761 708
6004 1047 211
2374 3300 262
2218 9353 517
2116 2449 893
2558 8426 598
6470 4360 54
8443 3602 122
6390 5512 209
3891 8750 982
4474 3653 792
3285 5036 82
7019 637 376
5847 6912 732
8711 3278 738
1184 2729 244
3129 2935 478
6608 3299 57
5769 8489 581
7664 8377 842
7407 373 613
7702 8814 738
1025 7199 575
2708 8341 412
9602 3612 34
2292 9594 710
8525 8987 938
1296 8229 143
5604 2268 511
1280 7515 534
2697 1938 949
9327 3668 236
8 6308 349
4034 6368 872
1564 3504 346
8875 3015 430
1259 9854 643
9864 8332 789
3155 6808 348
5523 2331 241
6195 7961 617
4406 9014 438
3869 7165 16
628 649 936
4743 7285 811
1215 6643 922
9986 9993 434
1533 7066 825
5114 7637 776
9654 8756 13
2375 7989 79
4678 161 218
8296 8701 242
3920 6568 625
2189 2494 639
7569 9607 493
9276 6816 201
3061 3484 515
4604 6456 868
9371 8892 241
3440 2534 611
7704 5474 938
8622 1 449
5037 5435 586
2436 3902 939
9001 5705 369
6588 4763 195
8864 4770 334
2730 908 12
2019 7549 159
6454 7086 227
2530 375 312
9282 2843 468
4664 2031 72
8649 9602 861
4095 7092 890
9723 6790 496
3645 8489 330
4685 6845 516
4857 3250 391
8512 1848 112
2311 6117 993
3080 2181 494
6107 2847 129
6492 2553 254
2761 5527 120
3183 7091 89
3772 8519 145
1420 8819 83
2326 3658 290
2161 7530 393
5938 93 162
8677 2343 244
9920 148 509
1776 3628 916
9927 138 249
3959 6629 520
9202 3607 814
8457 5805 861
3977 6103 141
3889 5068 560
3833 8300 260
8306 3918 312
5715 9724 116
9784 8087 693
7744 6452 829
2492 2937 671
6331 6238 589
6210 4275 467
2801 1438 730
9755 5115 26
9705 7124 287
5909 9894 496
6191 3435 150
8106 3622 963
5760 6849 113
1837 5434 647
4972 1285 662
6853 6971 730
6738 342 195
6723 8151 516
5315 4981 586
5070 8507 594
9041 4289 299
9417 3486 799
9645 5051 913
2115 7331 478
6415 9233 694
9643 228 480
4018 3638 907
7379 2213 211
4809 1747 49
4796 4600 658
7679 2189 839
4653 9820 608
9323 3795 414
5873 6440 505
5532 3996 348
5570 2608 704
5048 3616 708
7278 3943 992
1384 3437 482
2330 4693 941
3528 2257 824
474 5806 673
8587 4861 909
7053 3727 881
760 2402 789
4149 3478 942
6578 2791 248
4986 5912 81
32 4558 557
990 7444 420
7766 1167 249
5545 9703 812
427 5529 432
9870 6913 81
159 1679 799
7673 4687 663
4525 6162 327
5125 9059 43
8994 1724 371
7854 5825 819
4277 3438 863
42 8389 377
8477 6154 215
6012 8342 281
6997 9570 285
7646 7455 807
4366 2443 253
4975 411 306
4281 9725 392
9357 7374 502
958 1863 481
1966 3218 722
4465 2489 276
86 8096 796
4362 3790 826
2445 3060 511
2840 3528 760
1005 2532 425
2680 4543 195
1659 6648 854
7409 5139 57
7283 9758 497
7886 4983 299
67 5894 195
7263 1116 63
2650 3231 665
9889 5529 903
3476 8166 338
3798 2498 345
5631 4360 579
3197 5573 86
6349 8608 195
7701 4317 482
3837 4189 31
8433 111 52
6021 9715 818
3385 8534 493
1530 1700 45
2453 1429 695
4670 4829 357
4173 2533 269
2368 4182 795
1800 6515 576
9302 1768 441
101 737 785
4325 4141 546
5298 5457 89
5007 6779 205
7120 9137 972
1533 8368 287
446 4667 678
3784 7823 948
2727 8111 562
5869 9229 527
625 3607 767
3275 9195 444
7311 7752 187
3269 1923 498
1706 1081 17
3045 2622 338
1692 9934 34
3117 5904 147
6640 1179 944
9549 1497 383
3536 7764 655
210 9796 469
1542 541 398
3809 7261 540
7103 7562 855
9292 1599 252
4808 6390 348
6188 2052 990
1108 1373 709
7030 8771 781
6241 9983 170
6024 9328 740
2633 8961 406
2604 9166 169
820 1604 348
3703 7246 451
5420 1222 481
9690 8270 82
9456 2062 105
1834 9546 135
6172 2002 234
2982 8183 661
2698 8158 159
3525 3619 380
7885 7441 170
3950 1351 434
6542 2789 828
9630 3158 800
9208 840 487
5833 9796 915
254 329 101
2500 6318 910
560 2260 903
7597 3095 287
8863 2980 719
1726 417 851
7180 5164 401
8316 661 519
9448 9323 727
6777 5861 557
7708 3346 84
9826 4603 528
4657 7238 84
6642 6408 84
8770 5442 702
4859 397 544
1304 8250 252
3206 2434 778
5015 4007 399
4344 9494 778
9549 4317 411
80 7952 726
4985 3888 639
5406 2803 136
9215 4714 915
6820 1281 55
1381 6256 327
414 2665 766
4717 9034 575
9445 9979 282
9806 8634 992
7055 3257 430
9485 9540 183
5183 5321 640
5756 3609 408
985 9229 607
9770 1730 897
8010 3461 22
1630 1342 249
544 1378 152
3010 842 605
1106 6256 564
815 2813 423
5537 3317 978
6488 2984 415
8645 7154 108
8716 577 497
7878 6631 593
9831 7563 589
2427 2094 0
941 1003 845
7000 5563 403
2068 5223 8
735 2245 907
4119 2908 336
2849 3838 678
9644 1566 828
4752 3966 160
4530 4976 43
4805 4570 196
654 3060 146
9206 9027 80
1612 8120 223
7542 663 189
56 7511 62
9422 8916 512
9622 7158 363
677 7381 642
1524 9945 732
7042 1153 95
1958 7383 646
257 5307 45
5080 1692 125
6924 778 243
117 4767 86
2155 2178 564
6148 836 940
681 2050 146
1947 6492 375
9152 9405 149
4194 8627 341
4537 1780 649
3007 7367 568
2309 236 348
8663 5583 827
7460 9303 423
5624 180 205
3264 7315 231
1600 7288 283
7841 2293 630
9577 2189 572
69 1573 362
3082 5480 626
8401 6492 129
4058 6363 63
4989 510 339
8132 5621 663
5228 9261 377
1880 200 677
1948 8619 862
1093 1803 908
389 76 309
478 6283 989
2613 8132 217
4532 6153 742
1228 7210 372
155 1799 2
9562 7635 322
5379 5244 224
740 1596 364
6811 5094 658
1125 624 407
7302 194 874
5789 5114 194
2710 8622 188
1738 1100 391
9296 6091 753
9587 9781 52
1142 5761 16
1368 2481 295
6782 7636 192
8883 8686 168
2554 6031 789
7014 1813 431
7019 4350 419
5265 8505 459
9633 7180 999
7926 6420 663
7914 1991 161
696 3391 606
7803 7819 401
1332 1467 659
475 40 990
1722 4702 922
7867 4324 279
5428 5662 789
920 2107 144
4457 1519 281
7118 2991 192
4359 2701 629
7875 6213 161
5665 6921 842
5097 2022 755
2393 6960 251
53 6162 392
692 592 443
5416 5309 903
2908 1683 496
5414 8216 0
6919 1444 90
887 3710 22
1995 5589 630
459 8435 109
4070 8651 933
5973 3161 854
4547 213 850
5981 9197 678
2370 1950 866
4230 8603 89
7521 8814 32
6740 1798 678
3842 7434 491
9643 4892 639
9523 6402 121
9313 5863 830
5256 9667 557
7670 5949 969
8364 2945 17
9101 7445 642
8593 2664 423
8504 1589 299
2264 6291 139
8745 5939 392
4517 7511 70
3842 6644 908
7720 7010 652
7782 4808 611
8610 4217 450
9271 1245 187
3679 9065 297
9468 3393 601
2844 5437 516
2082 9118 595
9784 6451 701
3146 7588 155
6122 7354 985
3138 1919 194
4467 1809 35
6708 64 846
6518 8332 367
5579 8536 50
2514 7421 324
3455 4993 174
6992 3526 16
7610 5969 405
7023 9118 92
5229 8592 197
2685 5479 690
1722 6596 52
2578 4557 417
4916 5791 513
399 9904 671
3214 2072 217
3245 5480 382
9578 8252 941
4067 987 203
3331 770 947
715 1124 509
3138 8036 485
7803 8289 755
5357 3126 15
5814 980 502
361 6683 48
3099 2310 392
9833 7784 876
4396 8220 380
4633 3264 398
4303 5939 523
7732 7125 31
4655 870 147
7775 9469 740
1930 6821 505
6554 254 197
7721 2040 763
9098 2363 630
7174 2396 902
676 4783 373
2235 3296 32
8679 673 757
1036 5404 821
1190 3326 329
2765 1551 789
60 8220 378
3620 4231 253
2345 8493 729
6164 6750 127
4179 9284 946
9929 6560 45
3206 5015 778
3647 3859 102
5720 3005 106
1012 696 348
6986 998 567
106 1630 455
2687 385 616
9071 32 273
1047 1241 325
4110 1132 916
106 1303 607
7789 2212 538
2050 2870 224
7030 3586 710
6189 5329 714
5052 7483 50
8221 6670 481
9716 6295 680
1685 9910 815
5556 9296 249
8363 3292 975
3128 3786 865
5323 530 739
6542 4829 222
8700 9279 185
246 8880 464
8722 9543 865
428 3797 840
9190 5518 846
764 9300 961
7315 2246 202
5828 1561 869
3627 9112 153
9156 8049 478
9798 8106 152
3361 8735 653
9045 3690 909
1518 4740 756
3509 4848 894
7826 1450 155
2087 9049 796
137 4238 495
764 2275 530
2356 4486 202
3657 2981 65
9952 8157 475
7722 4091 211
4318 4121 195
1516 920 70
5829 3787 717
9957 6042 844
2469 4319 457
6147 1634 121
5256 1056 792
633 6524 727
7478 551 634
3405 723 21
9981 1051 68
4908 4890 646
2380 7496 360
5723 2509 471
7527 6880 757
4823 2291 68
7322 4153 185
478 7977 485
9090 7364 229
8557 672 962
999 336 973
5758 5168 400
999 7950 308
5685 6213 979
6012 4996 637
3164 7966 831
4633 837 706
4452 1610 410
4906 6800 359
1646 5484 760
7508 5578 481
101 9943 945
6700 3558 339
3867 1500 955
4207 8620 234
6623 1395 363
8689 8108 966
9236 7105 31
8633 66 342
7161 45 536
1419 3909 514
8568 6037 294
5122 858 349
8433 2760 761
931 8840 678
9163 138 436
7649 7615 462
84 8427 836
623 2820 680
6817 405 663
5436 8317 381
3713 4669 905
8455 2667 337
575 4650 423
1238 2573 279
6466 3625 538
1325 4262 25
241 8494 346
7822 8813 648
9459 7612 854
9990 9500 423
7174 2049 962
1269 5801 522
4613 5888 699
8530 2422 619
7560 5573 533
3363 5800 81
2273 4821 149
3581 9899 47
6159 7992 136
4473 2129 106
8646 8493 994
2704 3330 137
1730 6591 803
5816 7441 529
5079 9893 40
1108 5244 554
1583 800 506
8903 8150 846
1810 1117 227
4834 947 365
6879 7047 180
9761 5266 166
6055 2344 668
2008 9568 399
2799 5479 287
3982 8407 255
6478 6921 387
3386 2602 242
173 9016 306
7590 4663 988
2002 6180 89
3005 6556 676
2762 1694 765
9748 4062 81
8321 5184 725
1359 5356 154
820 3280 996
1099 6975 712
597 1186 535
4870 5403 430
4046 6243 730
88 3612 84
978 8755 813
4962 7527 352
6936 2330 671
2140 8131 204
6122 6632 548
2378 9803 729
8980 7769 404
9390 497 780
9663 4198 526
7898 4822 713
3145 7187 231
1321 9488 971
3835 8965 214
6755 4885 810
7036 3490 801
7140 7765 249
7568 5892 215
9554 9704 827
6514 592 134
1909 89 34
1014 7866 48
5110 1088 8
4061 6375 199
5888 577 85
2941 710 973
5360 8888 784
3279 3274 312
183 630 371
3160 9282 152
8310 4734 115
3233 5987 452
5610 2197 253
4587 1916 991
7455 1502 846
6106 2527 182
7048 4229 279
4046 2692 221
7669 3165 828
9888 6916 22
9289 1194 506
8978 4094 358
1487 5006 215
1224 1357 72
7606 403 402
1269 2588 792
8417 5015 153
8202 3820 538
6006 4200 979
109 9911 699
7548 5910 657
5672 6087 835
1339 533 435
9464 3500 85
9370 7492 233
3301 4927 391
7447 7334 512
6646 347 729
6741 6098 865
6397 2625 937
3763 3165 587
8911 6311 167
4198 1433 697
4391 8836 961
5606 6248 444
3309 4788 239
1414 5363 915
9880 4821 920
3555 1558 839
4366 6107 683
8114 8786 112
8241 8639 698
5963 1865 512
1983 9920 38
2985 7571 869
4794 5490 959
3005 471 835
9184 1394 137
2575 3297 4
9691 3024 934
2123 7578 134
6822 3560 432
1556 1575 34
9932 921 237
557 28 336
7611 3856 444
6884 1417 958
3339 4366 740
4326 1217 861
1879 4358 77
2855 4864 622
8301 5331 142
3186 9133 749
5028 277 112
5881 7856 436
7270 4927 936
2814 9228 868
7305 2056 627
9668 8993 497
318 5230 589
4735 4529 156
8162 4450 334
7954 4506 188
2518 2229 805
1593 1245 549
8013 8806 304
3487 8860 6
3681 2649 768
6281 8632 795
8559 7274 791
9615 1019 495
351 5365 62
8153 7204 282
1004 6878 227
9344 7690 10
4227 9044 412
437 9548 678
4817 2532 977
9020 4805 402
248 4067 376
4445 7567 976
3782 6294 382
8613 8818 739
9677 297 621
5198 8639 366
2011 9408 209
6199 3631 630
3247 5262 679
4911 4320 658
5862 7811 113
2378 1449 103
7726 9309 297
3209 7818 254
7690 8921 807
8718 6266 494
419 2533 603
5926 3148 400
9096 7163 583
7943 7207 280
9211 91 614
6143 6861 821
2246 6572 291
8959 7339 309
3457 4492 978
1850 2682 201
6211 1012 595
4817 7808 397
93 2574 0
390 8668 427
7289 3764 768
7041 8004 871
6811 8449 25
1302 784 105
7130 4439 202
1822 6508 910
5311 9947 954
3906 3751 914
203 4172 174
6204 6344 343
3717 564 863
7902 9759 656
9646 2372 865
7204 1632 904
2158 7461 916
3627 6503 59
5797 3837 623
7739 7575 40
3445 1157 751
5332 7818 960
7513 2415 138
2455 1623 260
9063 3977 516
9044 6189 287
388 5096 847
2400 2537 221
390 3435 491
4569 46 178
4712 2984 459
5179 2572 253
9411 243 914
8492 7738 698
3764 5776 216
7386 5175 469
7778 1938 306
6775 7245 85
2234 4163 370
3374 6016 989
4314 7753 793
7672 7581 444
5768 6988 559
8060 5124 281
9078 9406 588
6928 3077 352
5105 92 737
4228 7004 564
1020 4730 782
4828 3536 63
8358 8552 854
5935 2107 452
1815 8151 11
8537 7084 933
3140 5677 884
2869 9791 660
6049 7279 131
3645 4892 670
3837 1210 626
9711 9843 825
8062 9490 430
8402 6189 688
5547 7500 477
4030 4987 814
8906 1976 505
2709 356 485
922 5838 729
652 8371 297
5702 1671 911
6869 8547 284
8343 408 482
3523 3727 159
684 7163 209
6469 540 244
8649 5803 224
4723 9136 755
1229 89 947
4753 1761 583
8376 9312 64
6111 3130 520
4050 5451 633
9520 9421 549
3356 8249 124
8965 2239 11
3050 952 711
9152 4358 463
4862 9401 517
825 4389 416
4423 2312 438
4878 2950 897
2564 3368 281
6567 1272 575
2906 6852 655
7410 8775 35
7093 4758 844
4244 8436 172
4296 4957 976
3425 8707 697
9608 9328 791
5041 6456 343
8458 4045 46
3363 3923 959
4517 6454 407
8048 4741 706
3238 6888 527
5354 2778 152
7354 6437 973
7998 9764 147
186 585 822
5798 9766 547
6888 6533 657
122 5669 241
1516 7520 861
1338 3285 283
3163 8072 127
3014 1545 745
5811 377 583
5830 5294 692
3254 9802 609
1178 9433 912
5929 1698 435
4878 9463 156
9476 2512 607
5854 9492 537
1898 2640 613
2877 5164 971
1451 5171 717
3163 5875 392
5703 7072 15
7186 7693 22
6750 4305 407
7209 2496 117
1252 3216 817
9423 3815 38
7718 2663 12
7459 4103 391
2832 7952 141
6822 7501 316
4685 1500 509
9381 5586 188
7418 4887 818
1116 1189 323
8215 6298 410
4152 1781 692
3117 6123 886
7703 6820 855
8063 1667 991
4008 5462 319
1136 2270 152
731 2106 638
5190 8820 161
1446 5417 781
1102 67 52
6914 1584 176
4757 6910 606
335 9938 514
6027 6590 994
1259 7300 626
2395 909 618
4920 9115 868
9926 5947 116
3664 3758 583
2088 3316 437
1279 5731 238
535 6842 615
7614 6803 162
3583 1446 305
9070 7988 759
1723 638 200
2209 8048 658
769 7418 75
5674 1548 89
6328 7855 663
2057 1803 591
3801 6093 550
222 756 382
9272 2701 18
2861 7538 117
6903 95 102
3831 8561 119
3173 3980 797
4001 7836 331
